initialCells,t (s),experimentalCells (1),initialGlucose (mol/m^3),initialLactate (mol/m^3),initialOxygen (O2 mmHg)
200000,367200,818434.8025,5.211111111,1.457777778,211.1666667
25000,453600,126977.4532,5.211111111,1.457777778,211.1666667
25000,453600,92994.70531,5.211111111,1.457777778,211.1666667
25000,453600,148547.3411,5.211111111,1.457777778,211.1666667
50000,453600,364042.7304,5.211111111,1.457777778,211.1666667
50000,453600,313577.3323,5.211111111,1.457777778,211.1666667
50000,453600,441775.7226,5.211111111,1.457777778,211.1666667
100000,453600,634683.7765,5.211111111,1.457777778,211.1666667
100000,453600,608433.6299,5.211111111,1.457777778,211.1666667
100000,453600,582386.9729,5.211111111,1.457777778,211.1666667
200000,453600,949075.0669,5.211111111,1.457777778,211.1666667
200000,453600,910819.0393,5.211111111,1.457777778,211.1666667
200000,453600,1030877.849,5.211111111,1.457777778,211.1666667
25000,21600,36221.13248,5.211111111,1.457777778,211.1666667
25000,21600,30319.93674,5.211111111,1.457777778,211.1666667
25000,21600,28488.53117,5.211111111,1.457777778,211.1666667
50000,21600,48430.50298,5.211111111,1.457777778,211.1666667
50000,21600,102965.6912,5.211111111,1.457777778,211.1666667
50000,21600,193518.5224,5.211111111,1.457777778,211.1666667
100000,21600,167675.3549,5.211111111,1.457777778,211.1666667
100000,21600,127384.4322,5.211111111,1.457777778,211.1666667
100000,21600,178053.3198,5.211111111,1.457777778,211.1666667
200000,21600,195146.4385,5.211111111,1.457777778,211.1666667
200000,21600,195349.928,5.211111111,1.457777778,211.1666667
200000,21600,217530.2844,5.211111111,1.457777778,211.1666667
25000,108000,82209.76137,5.211111111,1.457777778,211.1666667
25000,108000,61046.8525,5.211111111,1.457777778,211.1666667
25000,108000,50872.37708,5.211111111,1.457777778,211.1666667
50000,108000,88517.93613,5.211111111,1.457777778,211.1666667
50000,108000,146105.467,5.211111111,1.457777778,211.1666667
50000,108000,189245.2428,5.211111111,1.457777778,211.1666667
100000,108000,232588.508,5.211111111,1.457777778,211.1666667
100000,108000,221803.5641,5.211111111,1.457777778,211.1666667
100000,108000,310524.9897,5.211111111,1.457777778,211.1666667
200000,108000,386019.5973,5.211111111,1.457777778,211.1666667
200000,108000,395176.6252,5.211111111,1.457777778,211.1666667
200000,108000,374217.2058,5.211111111,1.457777778,211.1666667
25000,194400,158721.8165,5.211111111,1.457777778,211.1666667
25000,194400,88110.95711,5.211111111,1.457777778,211.1666667
25000,194400,85262.10399,5.211111111,1.457777778,211.1666667
50000,194400,146105.467,5.211111111,1.457777778,211.1666667
50000,194400,223634.9697,5.211111111,1.457777778,211.1666667
50000,194400,232588.508,5.211111111,1.457777778,211.1666667
100000,194400,286920.2068,5.211111111,1.457777778,211.1666667
100000,194400,348781.0173,5.211111111,1.457777778,211.1666667
100000,194400,405758.0796,5.211111111,1.457777778,211.1666667
200000,194400,535787.8754,5.211111111,1.457777778,211.1666667
200000,194400,539450.6866,5.211111111,1.457777778,211.1666667
200000,194400,447473.4288,5.211111111,1.457777778,211.1666667
25000,280800,239303.6618,5.211111111,1.457777778,211.1666667
25000,280800,157093.9004,5.211111111,1.457777778,211.1666667
25000,280800,134303.0755,5.211111111,1.457777778,211.1666667
50000,280800,229943.1444,5.211111111,1.457777778,211.1666667
50000,280800,249071.1582,5.211111111,1.457777778,211.1666667
50000,280800,299333.0668,5.211111111,1.457777778,211.1666667
100000,280800,397415.0098,5.211111111,1.457777778,211.1666667
100000,280800,437502.4429,5.211111111,1.457777778,211.1666667
100000,280800,504247.0017,5.211111111,1.457777778,211.1666667
200000,280800,770818.2576,5.211111111,1.457777778,211.1666667
200000,280800,770207.789,5.211111111,1.457777778,211.1666667
200000,280800,684945.6851,5.211111111,1.457777778,211.1666667
25000,367200,304420.3045,5.211111111,1.457777778,211.1666667
25000,367200,205524.4034,5.211111111,1.457777778,211.1666667
25000,367200,191483.6273,5.211111111,1.457777778,211.1666667
50000,367200,346135.6537,5.211111111,1.457777778,211.1666667
50000,367200,425293.0724,5.211111111,1.457777778,211.1666667
50000,367200,438926.8695,5.211111111,1.457777778,211.1666667
100000,367200,493462.0577,5.211111111,1.457777778,211.1666667
100000,367200,759422.8451,5.211111111,1.457777778,211.1666667
100000,367200,629393.0493,5.211111111,1.457777778,211.1666667
200000,367200,1046750.031,5.211111111,1.457777778,211.1666667
200000,367200,1041052.325,5.211111111,1.457777778,211.1666667
200000,367200,1044511.646,5.211111111,1.457777778,211.1666667
25000,453600,371978.8212,5.211111111,1.457777778,211.1666667
25000,453600,221193.0956,5.211111111,1.457777778,211.1666667
25000,453600,303606.3464,5.211111111,1.457777778,211.1666667
50000,453600,490613.2046,5.211111111,1.457777778,211.1666667
50000,453600,629800.0283,5.211111111,1.457777778,211.1666667
50000,453600,472502.6384,5.211111111,1.457777778,211.1666667
100000,453600,929133.0951,5.211111111,1.457777778,211.1666667
100000,453600,832679.0681,5.211111111,1.457777778,211.1666667
100000,453600,819248.7606,5.211111111,1.457777778,211.1666667
200000,453600,931167.9901,5.211111111,1.457777778,211.1666667
200000,453600,940528.5075,5.211111111,1.457777778,211.1666667
200000,453600,910208.5708,5.211111111,1.457777778,211.1666667
25000,21600,25843.16756,5.211111111,1.457777778,211.1666667
25000,21600,31540.87379,5.211111111,1.457777778,211.1666667
25000,21600,20145.46133,5.211111111,1.457777778,211.1666667
50000,21600,47820.03446,5.211111111,1.457777778,211.1666667
50000,21600,70407.36988,5.211111111,1.457777778,211.1666667
50000,21600,30726.91576,5.211111111,1.457777778,211.1666667
100000,21600,98488.92203,5.211111111,1.457777778,211.1666667
100000,21600,90756.32072,5.211111111,1.457777778,211.1666667
100000,21600,101541.2647,5.211111111,1.457777778,211.1666667
200000,21600,223838.4592,5.211111111,1.457777778,211.1666667
200000,21600,220786.1165,5.211111111,1.457777778,211.1666667
200000,21600,190262.6903,5.211111111,1.457777778,211.1666667
25000,108000,28081.55215,5.211111111,1.457777778,211.1666667
25000,108000,29098.99969,5.211111111,1.457777778,211.1666667
25000,108000,32151.34232,5.211111111,1.457777778,211.1666667
50000,108000,78139.9712,5.211111111,1.457777778,211.1666667
50000,108000,101337.7752,5.211111111,1.457777778,211.1666667
50000,108000,45988.62888,5.211111111,1.457777778,211.1666667
100000,108000,172152.1241,5.211111111,1.457777778,211.1666667
100000,108000,150378.7467,5.211111111,1.457777778,211.1666667
100000,108000,153431.0893,5.211111111,1.457777778,211.1666667
200000,108000,336571.6468,5.211111111,1.457777778,211.1666667
200000,108000,318054.1015,5.211111111,1.457777778,211.1666667
200000,108000,294856.2976,5.211111111,1.457777778,211.1666667
25000,194400,42936.28626,5.211111111,1.457777778,211.1666667
25000,194400,42122.32823,5.211111111,1.457777778,211.1666667
25000,194400,39680.45413,5.211111111,1.457777778,211.1666667
50000,194400,112733.1876,5.211111111,1.457777778,211.1666667
50000,194400,140407.7608,5.211111111,1.457777778,211.1666667
50000,194400,70610.85939,5.211111111,1.457777778,211.1666667
100000,194400,253954.9064,5.211111111,1.457777778,211.1666667
100000,194400,210001.1726,5.211111111,1.457777778,211.1666667
100000,194400,238082.7248,5.211111111,1.457777778,211.1666667
200000,194400,488578.3095,5.211111111,1.457777778,211.1666667
200000,194400,477996.8551,5.211111111,1.457777778,211.1666667
200000,194400,454799.0511,5.211111111,1.457777778,211.1666667
25000,280800,46192.11839,5.211111111,1.457777778,211.1666667
25000,280800,159128.7955,5.211111111,1.457777778,211.1666667
25000,280800,53924.71971,5.211111111,1.457777778,211.1666667
50000,280800,167471.8654,5.211111111,1.457777778,211.1666667
50000,280800,183344.047,5.211111111,1.457777778,211.1666667
50000,280800,103372.6702,5.211111111,1.457777778,211.1666667
100000,280800,381746.3176,5.211111111,1.457777778,211.1666667
100000,280800,280612.032,5.211111111,1.457777778,211.1666667
100000,280800,363432.2619,5.211111111,1.457777778,211.1666667
200000,280800,635701.224,5.211111111,1.457777778,211.1666667
200000,280800,597852.1755,5.211111111,1.457777778,211.1666667
200000,280800,581166.0358,5.211111111,1.457777778,211.1666667
25000,367200,75901.58661,5.211111111,1.457777778,211.1666667
25000,367200,83430.69842,5.211111111,1.457777778,211.1666667
25000,367200,79360.90825,5.211111111,1.457777778,211.1666667
50000,367200,211018.6201,5.211111111,1.457777778,211.1666667
50000,367200,283867.8641,5.211111111,1.457777778,211.1666667
50000,367200,169303.2709,5.211111111,1.457777778,211.1666667
100000,367200,559189.1689,5.211111111,1.457777778,211.1666667
100000,367200,421630.2613,5.211111111,1.457777778,211.1666667
100000,367200,493869.0367,5.211111111,1.457777778,211.1666667
200000,367200,792998.614,5.211111111,1.457777778,211.1666667
200000,367200,792184.6559,5.211111111,1.457777778,211.1666667
200000,367200,700003.9087,5.211111111,1.457777778,211.1666667
25000,453600,113750.6352,5.211111111,1.457777778,211.1666667
25000,453600,126163.4952,5.211111111,1.457777778,211.1666667
25000,453600,134303.0755,5.211111111,1.457777778,211.1666667
50000,453600,418374.4291,5.211111111,1.457777778,211.1666667
50000,453600,369333.4576,5.211111111,1.457777778,211.1666667
50000,453600,337589.0943,5.211111111,1.457777778,211.1666667
100000,453600,746603.0061,5.211111111,1.457777778,211.1666667
100000,453600,686166.6221,5.211111111,1.457777778,211.1666667
100000,453600,678840.9998,5.211111111,1.457777778,211.1666667
200000,453600,790353.2504,5.211111111,1.457777778,211.1666667
200000,453600,779975.2854,5.211111111,1.457777778,211.1666667
200000,453600,767969.4045,5.211111111,1.457777778,211.1666667
